query_id,query_time_range(ms),refer_id,refer_time_range(ms)
344fe374-b911-11e9-ad99-fa163ee49799,0|99970,2400411900,1754300|1854270
c2bbe8fe-b84b-11e9-9336-fa163ee49799,0|54610,3048666200,2384110|2449640
7c094cc6-b959-11e9-9c9e-fa163e3d9e3c,25700|100170,2274916400,4274570|4349040
d669b4f6-b96f-11e9-9c9e-fa163e3d9e3c,51220|115960,2791972500,339470|404210
bc83671c-b8c5-11e9-930e-fa163ee49799,0|75480,3184886800,1294880|1370360
17d13128-b98c-11e9-8b81-fa163ee49799,0|60120,1629260900,5474500|5546640
03e2427c-b96b-11e9-8b81-fa163ee49799,0|79100,1443620200,3678620|3773540
4032c142-b868-11e9-9336-fa163ee49799,0|82000,2437761800,198040|280040
669e7cd4-b851-11e9-9336-fa163ee49799,0|75210,3166859000,2586940|2662150
39335908-b951-11e9-b8ed-fa163e063a2b,9960|78450,1374493200,214560|283050
8ddc2292-b932-11e9-8b81-fa163ee49799,0|42370,2817413400,5734520|5776890
171f14ac-b8ce-11e9-930e-fa163ee49799,0|41540,1303767700,696430|737970
2dd9522a-b950-11e9-8b81-fa163ee49799,0|72670,3055779500,1505670|1592870
6f684748-b8d6-11e9-930e-fa163ee49799,40690|123940,1293730300,567000|650250
c734cbf2-b987-11e9-8b81-fa163ee49799,0|96450,1629260900,1385630|1482080
b1f3b81e-b916-11e9-8127-fa163e063a2b,32960|92510,1601702300,582090|641640
ce0fb64e-b95f-11e9-8b81-fa163ee49799,0|44400,1421444400,2979560|3023960
93b31b0a-b98a-11e9-b8ed-fa163e063a2b,39080|86320,1601278800,5734450|5791150
dd9c78ec-b985-11e9-8b81-fa163ee49799,56200|175040,1500744900,4140260|4259100
c5c0a6c2-b966-11e9-b8ed-fa163e063a2b,50510|99880,1568027000,1289980|1339350
1698bf74-b91e-11e9-ad99-fa163ee49799,0|105740,2447052500,7393070|7498810
4106c5ae-b963-11e9-9c9e-fa163e3d9e3c,42790|89070,2598171100,2615460|2661740
5a142796-b867-11e9-9336-fa163ee49799,48950|133140,2604467800,2706080|2790270
60bf3d18-b977-11e9-b8ed-fa163e063a2b,12320|91920,1420067400,4511540|4591140
4fe738b6-b976-11e9-8b81-fa163ee49799,0|71540,1447221500,1279070|1350610
37b7ce58-b963-11e9-8b81-fa163ee49799,32400|75690,1376903200,2005630|2057580
59360cd8-b8c4-11e9-930e-fa163ee49799,69850|158290,3060804900,4380050|4468490
9d47ee02-b926-11e9-8b81-fa163ee49799,0|74790,2718954900,311260|386050
97a9b166-b984-11e9-8b81-fa163ee49799,0|29820,1500744900,2861060|2896840
115a96c6-b96a-11e9-b8ed-fa163e063a2b,7130|80020,1568027000,4037360|4110250
28d08ab6-b94e-11e9-8b81-fa163ee49799,25320|93490,1887729500,2726400|2794570
f7093dea-b8b0-11e9-930e-fa163ee49799,0|33190,1773351300,219050|258880
7fb9422a-b933-11e9-9c9e-fa163e3d9e3c,11020|62560,1693154200,2022090|2073630
0dca4a82-b862-11e9-9336-fa163ee49799,0|74370,2509505900,1162650|1237020
0ce0af80-b907-11e9-81a2-fa163e3d9e3c,36310|111390,1205561000,2121900|2196980
6f846086-b917-11e9-ad99-fa163ee49799,0|60990,2447052500,821750|882740
2fc0feee-b98c-11e9-8b81-fa163ee49799,0|61710,1596046700,207220|268930
6971fa4e-b978-11e9-b8ed-fa163e063a2b,59320|159180,1601734000,1155160|1255020
1b88b3f8-b91f-11e9-8127-fa163e063a2b,29460|110760,1308046100,2960180|3041480
dc50062a-b976-11e9-8b81-fa163ee49799,0|57270,1447221500,1900750|1958020
9515446e-b953-11e9-8b81-fa163ee49799,23710|109370,2845332600,1048220|1133880
7c467f16-b99e-11e9-8b81-fa163ee49799,0|70920,1530507600,2471190|2542110
c8c794d2-b92c-11e9-9c9e-fa163e3d9e3c,13500|88620,1940114900,8243709|8318830
85e1d95a-b93d-11e9-8b81-fa163ee49799,66170|152140,3043930400,2706240|2792210
392eff74-b849-11e9-9336-fa163ee49799,0|76570,3048666200,906440|983010
041f80fa-b84f-11e9-9336-fa163ee49799,44560|113010,3166859000,335930|418070
28981150-b902-11e9-ad99-fa163ee49799,0|67790,2310133000,6932870|7014220
b3b5c7e6-b92f-11e9-8b81-fa163ee49799,0|65250,2817413400,2134880|2200130
74949456-b92b-11e9-9c9e-fa163e3d9e3c,21230|126430,1940114900,6674740|6779940
85cd19d2-b94e-11e9-9c9e-fa163e3d9e3c,26920|108250,1818601700,1749610|1847210
624c7568-b929-11e9-9c9e-fa163e3d9e3c,64730|142610,1940114900,3929950|4007830
5b98d2fc-b9a6-11e9-8b81-fa163ee49799,79000|132470,1629256800,342680|396150
726f539a-b96d-11e9-8b81-fa163ee49799,59470|131790,1415151600,1404690|1477010
99153c54-b935-11e9-b8ed-fa163e063a2b,18170|102500,1804298400,328220|412550
1c0dd150-b8c5-11e9-930e-fa163ee49799,0|62890,3184886800,569630|632520
cff291c8-b96b-11e9-9c9e-fa163e3d9e3c,58120|104390,2360445100,2981070|3027340
873684b0-b90e-11e9-ad99-fa163ee49799,12010|69990,2367850000,6088820|6158400
dbf1aac8-b8f7-11e9-ad99-fa163ee49799,0|74170,2274699000,4041970|4116140
9c9041fa-b94c-11e9-8b81-fa163ee49799,49820|151800,1887729500,1027180|1129160
f9e301b6-b853-11e9-9336-fa163ee49799,80100|158620,3166859000,4885860|4964380
7ca90590-b963-11e9-8b81-fa163ee49799,0|51900,1376903200,2377900|2429800
5483892e-b92b-11e9-9c9e-fa163e3d9e3c,32780|130539,1940114900,6549280|6647040
ae53d9d2-b998-11e9-8b81-fa163ee49799,25560|106420,1467027700,1505250|1586110
14c11902-b8ca-11e9-930e-fa163ee49799,0|82480,3184886800,4893500|4975980
d4831752-b9a3-11e9-8b81-fa163ee49799,27300|76210,1596058300,3343430|3392340
b63f959a-b868-11e9-9336-fa163ee49799,44460|139270,2437761800,558440|653250
fc27a9d0-b98a-11e9-9c9e-fa163e3d9e3c,19510|85960,2507307200,2257900|2324350
76cd6224-b8ff-11e9-ad99-fa163ee49799,44310|129789,2310133000,4168250|4253730
dfb60a72-b8d0-11e9-930e-fa163ee49799,13720|63810,1260706600,340200|390290
690be702-b97a-11e9-8b81-fa163ee49799,47330|104880,1323656900,566250|623800
bcb0dcb0-b94c-11e9-8b81-fa163ee49799,0|101980,1887729500,1027180|1129160
1216586a-b961-11e9-8b81-fa163ee49799,44040|126020,1421444400,4533420|4615400
ec015ab8-b851-11e9-9336-fa163ee49799,45170|123970,3166859000,3077710|3156510
67519b56-b91a-11e9-8127-fa163e063a2b,43700|136470,1804190100,3061420|3154190
aebd5232-b938-11e9-8b81-fa163ee49799,0|81790,2927857700,5592360|5690510
4a85a228-b8f3-11e9-81a2-fa163e3d9e3c,27180|101580,2929631100,2739010|2813410
617c7552-b97e-11e9-8b81-fa163ee49799,0|68880,1662856300,1995600|2064480
97b86b40-b928-11e9-9c9e-fa163e3d9e3c,16600|77500,1940114900,2824840|2897920
851b7746-b966-11e9-8b81-fa163ee49799,0|59780,1353433800,681060|740840
9f32994a-b90f-11e9-ad99-fa163ee49799,0|67840,2400411900,210360|278200
be8f99ca-b8f9-11e9-81a2-fa163e3d9e3c,70580|150070,2820368700,4403190|4482680
6f2b8484-b999-11e9-8b81-fa163ee49799,24670|93610,1467027700,2009530|2078469
2b89ee12-b86a-11e9-9336-fa163ee49799,0|74650,2437761800,1634740|1709390
9c47ea62-b94d-11e9-b8ed-fa163e063a2b,10500|49420,1804154000,934220|980920
462624be-b862-11e9-9336-fa163ee49799,22250|85930,2509505900,1265800|1342210
81fadda2-b990-11e9-9c9e-fa163e3d9e3c,23990|96230,2507307200,8101500|8188190
5abb36d0-b952-11e9-9c9e-fa163e3d9e3c,14310|65860,2303359200,1541970|1593520
2fe4e066-b94b-11e9-9c9e-fa163e3d9e3c,75310|149890,1928274600,5468700|5543280
879db53c-b921-11e9-9c9e-fa163e3d9e3c,41100|118830,1911309900,563390|641120
14f5b2d6-b927-11e9-b8ed-fa163e063a2b,40670|123310,1502559900,6318270|6417440
22016eca-b990-11e9-8b81-fa163ee49799,45720|107830,1596046700,3214480|3276590
168f610c-b989-11e9-b8ed-fa163e063a2b,61990|136020,1601278800,4043960|4132790
e0b2a700-b87b-11e9-b45b-fa163ee49799,39580|74480,1808223700,220510|255410
5ea21a80-b915-11e9-ad99-fa163ee49799,53360|118910,2400411900,5357800|5423350
d9056a04-b9a4-11e9-b8ed-fa163e063a2b,59860|153720,1804312000,2358780|2452640
98ee068e-b9a3-11e9-b8ed-fa163e063a2b,35130|131330,1804312000,1030109|1126310
2ecb564c-b973-11e9-8b81-fa163ee49799,0|57070,1500872700,2484900|2553380
29e06274-b975-11e9-8b81-fa163ee49799,0|52220,1447221500,209040|261260
30a3fd12-b85f-11e9-9336-fa163ee49799,0|72520,2929626300,3429890|3502410
6f2113f6-b925-11e9-b8ed-fa163e063a2b,32490|87340,1502559900,5005720|5060570
b4c20686-b876-11e9-b45b-fa163ee49799,0|39810,1659203000,464070|511840
d092168c-b955-11e9-b8ed-fa163e063a2b,19000|113910,1374493200,4752730|4847640
f54e9016-b9a7-11e9-b8ed-fa163e063a2b,16860|80300,1804312000,4777170|4840610
fb42a11e-b935-11e9-9c9e-fa163e3d9e3c,10690|69710,1693154200,4520620|4579640
e42f78f4-b952-11e9-8b81-fa163ee49799,15920|94390,2845332600,333350|411820
64acdca6-b9a8-11e9-9c9e-fa163e3d9e3c,67740|158980,1753376800,6083740|6174980
e174efd0-b908-11e9-ad99-fa163ee49799,48690|146370,2342638000,6556740|6654420
7845650c-b95e-11e9-b8ed-fa163e063a2b,25300|87490,1804315200,1645420|1707610
42bd00be-b929-11e9-8b81-fa163ee49799,0|48870,2718954900,3451210|3500080
30594162-b901-11e9-ad99-fa163ee49799,0|81130,2310133000,5735120|5816250
80a90a6a-b86d-11e9-b45b-fa163ee49799,0|73290,2394484900,2362630|2435920
0dc3a276-b84f-11e9-9336-fa163ee49799,95600|173240,3166859000,429240|506880
39e52156-b93d-11e9-b8ed-fa163e063a2b,34010|128720,1445938900,436800|531510
619888fc-b981-11e9-8b81-fa163ee49799,36990|138520,1662856300,5104890|5206420
3c450e42-b984-11e9-8b81-fa163ee49799,0|78440,1500744900,2475260|2553700
fc2d0486-b997-11e9-9c9e-fa163e3d9e3c,36660|137910,2436435900,3306160|3407410
2e656f78-b90d-11e9-8127-fa163e063a2b,76010|122030,412686300,822570|868590
1fa5e852-b910-11e9-ad99-fa163ee49799,0|60730,2400411900,681330|742060
aa692a74-b99e-11e9-9c9e-fa163e3d9e3c,37980|112500,2060160900,3343450|3417970
1ff01a82-b95e-11e9-9c9e-fa163e3d9e3c,39020|100980,2909399800,4778820|4840780
0dd19b26-b91a-11e9-81a2-fa163e3d9e3c,26800|100320,1849448600,581990|655510
c072ea20-b8fa-11e9-8127-fa163e063a2b,6330|97190,354158600,196710|287570
548af518-b982-11e9-8b81-fa163ee49799,0|94240,1500744900,1040770|1135010
d5c731be-b969-11e9-b8ed-fa163e063a2b,72450|138680,1568027000,3802120|3868350
e52863b4-b90d-11e9-8127-fa163e063a2b,7020|69010,374102500,684890|746880
8e7cb54a-b97d-11e9-b8ed-fa163e063a2b,45180|107630,1804317800,4646880|4721830
3faf6da2-b8c1-11e9-930e-fa163ee49799,0|40950,3060804900,1297310|1338260
100ab3cc-b907-11e9-ad99-fa163ee49799,0|34590,2342638000,4542190|4576780
455d093e-b863-11e9-9336-fa163ee49799,16500|108850,2509505900,2228890|2321240
8fffb5f4-b903-11e9-ad99-fa163ee49799,23220|96860,2342638000,1039430|1113070
606e560a-b97c-11e9-8b81-fa163ee49799,0|55090,1323656900,1901410|1956500
7703c13e-b8c8-11e9-930e-fa163ee49799,0|58430,3184886800,3701030|3759460
23b60a4a-b94b-11e9-9c9e-fa163e3d9e3c,55430|129590,1928274600,5354010|5443010
70c790f4-b99d-11e9-8b81-fa163ee49799,0|75350,1530507600,1295870|1371220
a447edf4-b8e2-11e9-bf24-fa163ee49799,8380|99660,1226686400,3196400|3287680
c79b5594-b9a4-11e9-8b81-fa163ee49799,59480|161550,1596058300,4146920|4248990
319cab8a-b975-11e9-8b81-fa163ee49799,0|41620,1447221500,341650|383270
e047d6d2-b8f3-11e9-81a2-fa163e3d9e3c,58400|103900,2929631100,3330950|3376450
160c2be6-b8f5-11e9-ad99-fa163ee49799,0|51970,2274699000,1043960|1106330
de0460a0-b91d-11e9-ad99-fa163ee49799,0|66050,2447052500,7153170|7219220
7ef9497e-b9a2-11e9-b8ed-fa163e063a2b,20430|104740,1804312000,208590|292900
3fa53d9a-b944-11e9-9c9e-fa163e3d9e3c,12170|82930,1661703600,2854870|2925630
4aa4b7aa-b996-11e9-9c9e-fa163e3d9e3c,52230|124640,2436435900,1503420|1575830
98a2395c-b868-11e9-9336-fa163ee49799,34760|129570,2437761800,558440|653250
154bbf4c-b8b3-11e9-930e-fa163ee49799,0|92190,1684068900,1160880|1253070
7b6c0c08-b923-11e9-8b81-fa163ee49799,31850|91290,2620315400,4291460|4350900
942f2a56-b8e5-11e9-bf24-fa163ee49799,40180|92740,1176745900,1895350|1947910
38c5fcfe-b853-11e9-9336-fa163ee49799,125580|196890,3166859000,4388590|4459900
367cdd68-b9a8-11e9-8b81-fa163ee49799,0|86770,1629256800,1874890|1979010
3e73bf6e-b90d-11e9-8127-fa163e063a2b,46210|119530,374102500,203720|291710
8beebe90-b973-11e9-8b81-fa163ee49799,0|70080,1500872700,2862900|2932980
5c73133c-b98c-11e9-8b81-fa163ee49799,0|113570,1596046700,304230|417800
50d586ce-b9a3-11e9-8b81-fa163ee49799,19080|93210,1596058300,2616210|2690340
961b7ca2-b944-11e9-b8ed-fa163e063a2b,18490|82880,1332713900,1650120|1727390
2ef93844-b934-11e9-9c9e-fa163e3d9e3c,14850|69460,1693154200,2976120|3030730
6f098a64-b872-11e9-b45b-fa163ee49799,72600|148030,2801578300,580300|655730
eb2ea1a8-b992-11e9-8b81-fa163ee49799,0|89880,1596046700,5363610|5453490
94413386-b9a3-11e9-8b81-fa163ee49799,0|97620,1596058300,2841110|2938730
38cb7b98-b91b-11e9-ad99-fa163ee49799,0|41650,2447052500,4417510|4459160
1405b5f4-b90b-11e9-ad99-fa163ee49799,0|80830,2367850000,2484630|2565460
a345e4ca-b972-11e9-b8ed-fa163e063a2b,57190|120040,1419310000,4995000|5057850
07df7392-b946-11e9-8b81-fa163ee49799,24450|106310,1710310600,2226880|2308740
228ee4b0-b8c5-11e9-930e-fa163ee49799,0|62890,3184886800,569630|632520
e4cd068e-b96e-11e9-9c9e-fa163e3d9e3c,27810|91070,2360445100,6675800|6739060
7022acfe-b97c-11e9-8b81-fa163ee49799,0|55090,1323656900,1901410|1956500
744fb0b8-b91a-11e9-81a2-fa163e3d9e3c,74750|142960,1849448600,919370|987580
a8d0ebcc-b98d-11e9-9c9e-fa163e3d9e3c,48160|108710,2507307200,5491030|5551580
179bc8f2-b8e8-11e9-bf24-fa163ee49799,62650|144560,1176745900,3561960|3643870
832edb8e-b999-11e9-8b81-fa163ee49799,54870|145210,1467027700,2119020|2209360
e7144030-b976-11e9-b8ed-fa163e063a2b,26780|103480,1420067400,3907340|3984040
33147b62-b904-11e9-ad99-fa163ee49799,0|81790,2342638000,1634640|1716430
b08fdaae-b991-11e9-b8ed-fa163e063a2b,11560|59280,1303343200,342600|390320
66f30760-b985-11e9-9c9e-fa163e3d9e3c,26250|115680,2333805400,787160|894470
474953f8-b924-11e9-b8ed-fa163e063a2b,49420|144190,1502559900,3672040|3766810
1a6048e6-b907-11e9-8127-fa163e063a2b,39040|85300,430913000,694740|741000
c814388c-b900-11e9-81a2-fa163e3d9e3c,37120|81820,2666192100,699520|753160
b4dc766a-b943-11e9-b8ed-fa163e063a2b,18050|108390,1332713900,800060|890400
09c07e3e-b97f-11e9-9c9e-fa163e3d9e3c,72300|168520,2888057700,7980470|8076690
fb9f7018-b8fb-11e9-81a2-fa163e3d9e3c,24620|87000,2829817400,331950|406800
74d62652-b974-11e9-8b81-fa163ee49799,0|71880,1500872700,3922200|3994080
7363e6b4-b98e-11e9-9c9e-fa163e3d9e3c,26200|123770,2507307200,6441380|6538950
d0520d02-b91a-11e9-81a2-fa163e3d9e3c,20550|105580,1849448600,1262690|1347720
0843d65a-b8e9-11e9-bf24-fa163ee49799,24210|69950,1293727100,927890|982780
32c2a910-b902-11e9-ad99-fa163ee49799,15700|97050,2310133000,6932870|7014220
b88823fa-b901-11e9-81a2-fa163e3d9e3c,32330|99190,2666192100,2020820|2087679
194037f2-b900-11e9-ad99-fa163ee49799,0|69250,2310133000,4894860|4964110
8df44be6-b974-11e9-b8ed-fa163e063a2b,55390|124440,1420067400,1395540|1464590
bee1cbdc-b95d-11e9-9c9e-fa163e3d9e3c,45760|94450,2909399800,4301870|4350560
e51446f4-b92b-11e9-9c9e-fa163e3d9e3c,9810|97310,1940114900,7146500|7234000
b8318ee8-b850-11e9-9336-fa163ee49799,77660|150690,3166859000,1872580|1945610
40de09c6-b92b-11e9-9c9e-fa163e3d9e3c,24280|100270,1940114900,6428250|6504240
adbacdc0-b98c-11e9-b8ed-fa163e063a2b,15820|75910,1601278800,8244709|8304799
d3791150-b8bc-11e9-930e-fa163ee49799,22120|90830,2945744900,1508410|1577120
d574df32-b972-11e9-9c9e-fa163e3d9e3c,17830|89120,2791972500,3319950|3391240
6ddfe164-b995-11e9-b8ed-fa163e063a2b,65670|154200,1303343200,3429970|3536210
0353cd70-b930-11e9-b8ed-fa163e063a2b,27450|82060,1600623900,456190|510800
3486ea30-b84f-11e9-9336-fa163ee49799,0|67350,3166859000,572910|640260
b818f1d6-b994-11e9-9c9e-fa163e3d9e3c,70660|130610,2384098000,4540830|4600780
9e80756e-b8e5-11e9-bf24-fa163ee49799,0|72850,1176745900,1991310|2064159
9034eb0e-b906-11e9-8127-fa163e063a2b,55340|114970,430913000,223530|283160
081b613a-b906-11e9-ad99-fa163ee49799,0|38960,2342638000,3820410|3859370
2136a74e-b931-11e9-9c9e-fa163e3d9e3c,17940|104570,1753812600,5116300|5202930
2699c626-b986-11e9-b8ed-fa163e063a2b,21870|110860,1601278800,661880|750870
91e82afc-b874-11e9-b45b-fa163ee49799,0|64519,2801578300,1754720|1819240
2bb23f22-b8c7-11e9-930e-fa163ee49799,40470|95080,3184886800,2141910|2196520
dc6f15b0-b8c2-11e9-930e-fa163ee49799,53480|117900,3060804900,2854900|2919320
9243c6de-b8f9-11e9-ad99-fa163ee49799,16950|113530,2274699000,5352970|5449550
8b08ee42-b879-11e9-b45b-fa163ee49799,122110|164380,1849646200,457240|499510
c83930b6-b93b-11e9-9c9e-fa163e3d9e3c,11670|75400,1782169900,4637510|4701240
8fa979b2-b8f6-11e9-ad99-fa163ee49799,0|52400,2274699000,2722750|2775150
3c7fdd2c-b990-11e9-9c9e-fa163e3d9e3c,66920|121970,2507307200,7882590|7937640
e92df140-b971-11e9-8b81-fa163ee49799,0|74470,1500872700,1159370|1248730
8f567b48-b871-11e9-b45b-fa163ee49799,0|93900,2704085800,2700650|2794550
11dbd322-b95a-11e9-b8ed-fa163e063a2b,23410|101800,1804132300,3937680|4016070
b71cee88-b906-11e9-81a2-fa163e3d9e3c,17730|105220,1205561000,1521910|1609400
4a2a50fe-b8d9-11e9-930e-fa163ee49799,0|52910,1193884300,2384370|2447860
4bf91414-b94d-11e9-8b81-fa163ee49799,74130|145630,1887729500,1773860|1845360
c5032a18-b97d-11e9-9c9e-fa163e3d9e3c,11770|78130,2888057700,6329370|6395730
83399e58-b8df-11e9-bf24-fa163ee49799,0|65420,1226686400,324460|389880
2b67c41a-b926-11e9-9c9e-fa163e3d9e3c,36580|125330,1935153400,543090|631840
72e287b6-b8dc-11e9-bf24-fa163ee49799,0|72890,1402364300,1623050|1695940
3ed1ff76-b8b7-11e9-930e-fa163ee49799,0|56070,2832620300,1537690|1593760
bcd1da1c-b8fe-11e9-ad99-fa163ee49799,27080|88100,2310133000,3572900|3633920
c30084b2-b901-11e9-ad99-fa163ee49799,0|100020,2310133000,6544660|6644680
8d285600-b940-11e9-8b81-fa163ee49799,39700|96050,3043930400,5727760|5795380
25698cc0-b939-11e9-8b81-fa163ee49799,0|62240,2927857700,5956960|6019200
6c114e62-b8f1-11e9-ad99-fa163ee49799,0|52160,1243533500,1900400|1952560
bb8c02fc-b978-11e9-b8ed-fa163e063a2b,47960|122510,1601734000,1412220|1486770
f7d0e5fa-b8cb-11e9-930e-fa163ee49799,84420|132560,1244627000,917370|975140
6f99e518-b855-11e9-9336-fa163ee49799,8860|89920,3009055500,786160|867220
c978579e-b964-11e9-8b81-fa163ee49799,0|63580,1376903200,3802370|3865950
bb0a30b2-b8cc-11e9-930e-fa163ee49799,53480|138780,1214713500,788590|890940
bbf18198-b876-11e9-b45b-fa163ee49799,0|84440,1659203000,545990|630430
6d1a503c-b901-11e9-ad99-fa163ee49799,32500|73860,2310133000,5984830|6034460
28f1d91a-b87b-11e9-b45b-fa163ee49799,76180|166130,1615774200,568880|658830
585d2e94-b87a-11e9-b45b-fa163ee49799,116120|192100,1849646200,1059250|1135230
5a2335ce-b939-11e9-8b81-fa163ee49799,47710|130240,2927857700,6066760|6165800
05d46d4a-b974-11e9-9c9e-fa163e3d9e3c,28860|131140,2791972500,4871850|4974130
c17c714a-b853-11e9-9336-fa163ee49799,0|83220,3166859000,4769690|4852910
4c119654-b8fa-11e9-81a2-fa163e3d9e3c,32070|104660,2580940900,310850|383440
c3efc296-b92b-11e9-8b81-fa163ee49799,0|69460,2718954900,6333870|6403330
50065a72-b99c-11e9-9c9e-fa163e3d9e3c,23100|83480,2060160900,1277200|1337580
651f8dd0-b97d-11e9-9c9e-fa163e3d9e3c,52030|112310,2888057700,5864010|5924290
8e7534b0-b8ff-11e9-81a2-fa163e3d9e3c,82180|165540,2829817400,4747900|4831260
ab09ded2-b913-11e9-8127-fa163e063a2b,52300|118580,1615712800,2023010|2089290
7ed8c218-b997-11e9-b8ed-fa163e063a2b,50970|126500,1534060400,1864250|1954890
b9729226-b958-11e9-9c9e-fa163e3d9e3c,54840|132010,2274916400,3453870|3531040
c7f81552-b9a6-11e9-b8ed-fa163e063a2b,7500|86870,1804312000,3910300|3989670
c6120150-b9a4-11e9-9c9e-fa163e3d9e3c,40260|105590,1753376800,2355000|2420330
8e548e2e-b98e-11e9-9c9e-fa163e3d9e3c,14910|85960,2507307200,6575100|6646150
6ada875e-b949-11e9-9c9e-fa163e3d9e3c,31180|88720,1928274600,3577280|3634820
2614826c-b94b-11e9-8b81-fa163ee49799,6990|79460,1952297000,3208360|3280830
e6b67508-b968-11e9-b8ed-fa163e063a2b,55070|116600,1568027000,3102540|3164070
d84d296e-b970-11e9-8b81-fa163ee49799,62970|138750,1500872700,342070|417850
864b9c9c-b955-11e9-b8ed-fa163e063a2b,37380|101260,1374493200,4417290|4481170
5fca15d0-b94b-11e9-8b81-fa163ee49799,0|96350,1952297000,3434080|3530430
8aa3044e-b98f-11e9-b8ed-fa163e063a2b,40570|108010,1352596100,2371440|2438880
4b2c2244-b991-11e9-9c9e-fa163e3d9e3c,13830|92760,2384098000,1039619|1118550
a57751f8-b8e0-11e9-bf24-fa163ee49799,0|53660,1226686400,1304910|1358570
2715833c-b851-11e9-9336-fa163ee49799,0|89770,3166859000,2357260|2447030
d70228f4-b955-11e9-b8ed-fa163e063a2b,29880|91650,1374493200,4903230|4965000
b44edfd2-b914-11e9-ad99-fa163ee49799,0|69230,2400411900,5013080|5082310
378aab86-b8c7-11e9-930e-fa163ee49799,0|52810,3184886800,2259690|2312500
57624370-b966-11e9-b8ed-fa163e063a2b,62500|162610,1568027000,787550|887660
efa297c2-b905-11e9-ad99-fa163ee49799,45490|113300,2342638000,3675870|3743680
0c951742-b997-11e9-9c9e-fa163e3d9e3c,56580|134550,2436435900,2357240|2450800
2f6d397c-b945-11e9-8b81-fa163ee49799,0|77020,1710310600,1620470|1712890
0d0288aa-b946-11e9-b8ed-fa163e063a2b,56700|156000,1332713900,2957190|3056490
cb523de8-b95d-11e9-9c9e-fa163e3d9e3c,33210|81900,2909399800,4301870|4350560
0036efdc-b994-11e9-8b81-fa163ee49799,0|59040,1398481500,807590|866630
865b4718-b90b-11e9-8127-fa163e063a2b,20140|81510,594403300,219210|292850
dd6ad00e-b8b2-11e9-930e-fa163ee49799,6240|61880,1684068900,927140|982780
dc29be90-b85c-11e9-9336-fa163ee49799,113390|170770,2929626300,1522110|1579490
1e5e3b54-b8e1-11e9-bf24-fa163ee49799,108700|163700,1226686400,1644000|1699000
ce2fefce-b877-11e9-b45b-fa163ee49799,0|90600,1743437800,195290|285890
547c47c6-b8e1-11e9-bf24-fa163ee49799,13830|67200,1226686400,1884930|1938300
c3df8dce-b947-11e9-b8ed-fa163e063a2b,48120|147140,1445226000,663950|762970
2074d320-b8d8-11e9-930e-fa163ee49799,53560|116950,1193884300,1414990|1478380
d90df67a-b903-11e9-ad99-fa163ee49799,0|57620,2342638000,1409470|1478610
45189ea8-b966-11e9-9c9e-fa163e3d9e3c,16370|119170,2598171100,5342590|5445390
ea8f55fe-b928-11e9-8b81-fa163ee49799,0|55110,2718954900,2975830|3030940
e9300a06-b8dc-11e9-bf24-fa163ee49799,23220|99260,1402364300,2107900|2183940
a6c6c792-b92a-11e9-b8ed-fa163e063a2b,10160|63220,1598981800,2127310|2190980
ce1e8c98-b93a-11e9-9c9e-fa163e3d9e3c,49770|131230,1782169900,3559760|3641220
35f449ce-b98c-11e9-9c9e-fa163e3d9e3c,61030|137780,2507307200,3696970|3773720
7a48e372-b901-11e9-ad99-fa163ee49799,36360|109400,2310133000,6061660|6149310
309a8c7c-b8ba-11e9-930e-fa163ee49799,0|70800,2832620300,3571900|3642700
899292c0-b937-11e9-8b81-fa163ee49799,64000|132720,2927857700,4266770|4335490
5594383e-b9a5-11e9-b8ed-fa163e063a2b,55680|112950,1804312000,2726320|2783590
415787f6-b8d1-11e9-930e-fa163ee49799,0|46330,1260706600,702300|757890
9c4ce100-b99f-11e9-9c9e-fa163e3d9e3c,42010|92380,2060160900,4173189|4233630
b11c04a4-b958-11e9-8b81-fa163ee49799,0|107580,1467020800,660690|768270
d33bb0c6-b970-11e9-8b81-fa163ee49799,0|75780,1500872700,342070|417850
ed529da6-b8f5-11e9-81a2-fa163e3d9e3c,5500|103780,2820368700,553040|651320
c1951904-b987-11e9-8b81-fa163ee49799,61040|157490,1629260900,1385630|1482080
7def5da4-b923-11e9-8b81-fa163ee49799,0|107400,2620315400,4383300|4490700
27cf0988-b964-11e9-b8ed-fa163e063a2b,52770|150940,1804315200,7871050|7969220
1860cc7a-b991-11e9-b8ed-fa163e063a2b,15570|50090,1352596100,3701920|3736440
5feea622-b91c-11e9-8127-fa163e063a2b,55480|119160,1804190100,5016880|5080560
720b9e96-b8db-11e9-bf24-fa163ee49799,0|58380,1402364300,461260|519640
cfffd9aa-b984-11e9-b8ed-fa163e063a2b,26780|108440,1498995700,3664060|3745720
6eb70f3e-b97e-11e9-8b81-fa163ee49799,32080|89480,1662856300,1995600|2064480
83fb6684-b85b-11e9-9336-fa163ee49799,46970|104670,2929626300,545770|615010
a78004e2-b91a-11e9-ad99-fa163ee49799,51980|126150,2447052500,4037580|4111750
2b07d8d8-b96d-11e9-9c9e-fa163e3d9e3c,41750|137770,2360445100,4632180|4728200
903440b6-b8d7-11e9-930e-fa163ee49799,0|114840,1193884300,781940|896780
9b4fc684-b86c-11e9-b45b-fa163ee49799,46600|113100,2394484900,1875440|1941940
b2dc4226-b913-11e9-ad99-fa163ee49799,0|72280,2400411900,4184939|4257220
